epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,1171.87,0.28398,0.36301,0.3296,0.86566,0.55902,0.81124,0.68725,0.64525,0.55902,0.81124,0.69016,0.64696,0.40696,0.67893,1.17286,1.03561,0.00025175,0.00025175,0.00025175
123,1181.35,0.28875,0.38384,0.34028,0.86776,0.57172,0.76304,0.68718,0.6495,0.57172,0.76304,0.68718,0.65251,0.41417,0.7263,1.19491,1.03972,0.0002435,0.0002435,0.0002435
124,1190.36,0.27393,0.36649,0.34406,0.84583,0.65074,0.66571,0.68604,0.63652,0.65074,0.66571,0.68604,0.64235,0.40324,0.72183,1.25164,1.04152,0.00023525,0.00023525,0.00023525
125,1199.26,0.28168,0.34188,0.33678,0.871,0.65911,0.6821,0.67888,0.62666,0.65911,0.6821,0.67888,0.64385,0.40874,0.72634,1.28762,1.04616,0.000227,0.000227,0.000227
126,1208.22,0.27709,0.3546,0.34594,0.85261,0.66413,0.67869,0.66362,0.61749,0.66413,0.67869,0.66362,0.62911,0.41092,0.71953,1.31977,1.07691,0.00021875,0.00021875,0.00021875
127,1217.19,0.27319,0.34082,0.31607,0.86554,0.70104,0.57515,0.6347,0.59335,0.70104,0.57515,0.6347,0.59455,0.41062,0.71856,1.36713,1.07111,0.0002105,0.0002105,0.0002105
128,1226.18,0.28158,0.39922,0.33735,0.85663,0.68218,0.60952,0.66971,0.62484,0.68218,0.60952,0.66971,0.63124,0.42027,0.73902,1.36755,1.06057,0.00020225,0.00020225,0.00020225
129,1235.18,0.28258,0.44861,0.36766,0.8751,0.6142,0.69532,0.69497,0.6428,0.6142,0.69532,0.69497,0.65357,0.43041,0.71362,1.38037,1.06637,0.000194,0.000194,0.000194
130,1244.3,0.27627,0.35865,0.31269,0.85307,0.63145,0.69753,0.68222,0.63189,0.63145,0.69753,0.68222,0.63673,0.42357,0.70177,1.32488,1.06021,0.00018575,0.00018575,0.00018575
131,1253.3,0.27558,0.35983,0.31866,0.85268,0.61589,0.64219,0.66728,0.61499,0.61589,0.64219,0.66728,0.62237,0.4307,0.69081,1.47669,1.06336,0.0001775,0.0001775,0.0001775
132,1262.26,0.26723,0.38927,0.31566,0.84757,0.66634,0.61201,0.65291,0.6027,0.66634,0.61201,0.65291,0.6073,0.42379,0.68609,1.41171,1.04411,0.00016925,0.00016925,0.00016925
133,1271.26,0.2659,0.36269,0.30908,0.85001,0.56619,0.71403,0.65626,0.60772,0.56619,0.71403,0.65626,0.60942,0.42702,0.69666,1.42062,1.05229,0.000161,0.000161,0.000161
134,1280.24,0.27542,0.38824,0.31779,0.86307,0.62653,0.64165,0.65832,0.61006,0.62653,0.64165,0.65832,0.61031,0.41796,0.71072,1.41563,1.04545,0.00015275,0.00015275,0.00015275
135,1289.18,0.26211,0.33944,0.29681,0.85852,0.69667,0.59116,0.65942,0.61285,0.69667,0.59116,0.65942,0.61873,0.40505,0.7188,1.43477,1.03332,0.0001445,0.0001445,0.0001445
136,1298.11,0.24259,0.33474,0.28262,0.84798,0.59806,0.6987,0.6797,0.63553,0.59806,0.6987,0.6797,0.64168,0.39934,0.72754,1.48248,1.02835,0.00013625,0.00013625,0.00013625
137,1307.08,0.27078,0.33488,0.30944,0.86003,0.67668,0.64932,0.68654,0.63882,0.67668,0.64932,0.68784,0.6478,0.38442,0.73149,1.38084,1.02573,0.000128,0.000128,0.000128
138,1316.17,0.2638,0.3421,0.28786,0.86551,0.62543,0.70681,0.65877,0.61686,0.62543,0.70681,0.65877,0.61926,0.38187,0.72937,1.38075,1.02834,0.00011975,0.00011975,0.00011975
139,1325.18,0.25439,0.36059,0.30066,0.85544,0.6279,0.70793,0.64504,0.60333,0.6279,0.70793,0.64504,0.60771,0.39153,0.72634,1.42887,1.025,0.0001115,0.0001115,0.0001115
140,1334.11,0.26371,0.3423,0.29611,0.85617,0.61936,0.67753,0.64835,0.6047,0.61936,0.67753,0.64835,0.60923,0.38907,0.71745,1.37891,1.01734,0.00010325,0.00010325,0.00010325
141,1342.72,0.19641,0.2662,0.19572,0.82324,0.59304,0.67083,0.63757,0.58783,0.59304,0.67083,0.63757,0.58929,0.40521,0.74611,1.46168,1.05163,9.5e-05,9.5e-05,9.5e-05
142,1351.3,0.20217,0.29213,0.19512,0.82231,0.5774,0.65621,0.62052,0.56832,0.5774,0.65621,0.62052,0.56777,0.41978,0.78011,1.59096,1.07709,8.675e-05,8.675e-05,8.675e-05
143,1359.89,0.20474,0.27722,0.20744,0.83421,0.63296,0.6115,0.61452,0.56314,0.63296,0.6115,0.61452,0.5663,0.42304,0.78209,1.66619,1.0706,7.85e-05,7.85e-05,7.85e-05
144,1368.45,0.1983,0.29865,0.17684,0.83357,0.60984,0.66162,0.63523,0.58373,0.60984,0.66162,0.63523,0.58996,0.4,0.76193,1.55388,1.06508,7.025e-05,7.025e-05,7.025e-05
145,1376.99,0.18645,0.26246,0.18506,0.82665,0.61562,0.66162,0.64493,0.59654,0.61562,0.66162,0.64493,0.60447,0.38479,0.74854,1.50406,1.05793,6.2e-05,6.2e-05,6.2e-05
146,1385.67,0.18145,0.25151,0.16875,0.80916,0.62631,0.6536,0.6581,0.60691,0.62631,0.6536,0.6581,0.61742,0.38534,0.74182,1.501,1.05414,5.375e-05,5.375e-05,5.375e-05
147,1394.2,0.18359,0.25958,0.17463,0.81428,0.56767,0.70961,0.65778,0.60568,0.56767,0.70961,0.65778,0.61393,0.38933,0.75326,1.52571,1.05063,4.55e-05,4.55e-05,4.55e-05
148,1402.78,0.18376,0.25557,0.16893,0.81941,0.57017,0.70954,0.65383,0.6039,0.57017,0.70954,0.65383,0.61042,0.38512,0.75245,1.54406,1.04878,3.725e-05,3.725e-05,3.725e-05
149,1411.32,0.19083,0.26179,0.1676,0.8258,0.57035,0.70909,0.65388,0.60285,0.57035,0.70909,0.65388,0.60771,0.38358,0.76249,1.56861,1.04593,2.9e-05,2.9e-05,2.9e-05
150,1419.86,0.18906,0.25091,0.16537,0.8329,0.59034,0.68932,0.65215,0.60119,0.59034,0.68932,0.65215,0.60854,0.38107,0.75665,1.58177,1.0453,2.075e-05,2.075e-05,2.075e-05
