epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,4752.93,0.43388,0.57524,0.3746,0.92466,0.83244,0.78775,0.85142,0.75075,0.83244,0.78775,0.8452,0.75424,0.52137,0.6683,0.60954,1.0695,0.000488938,0.000488938,0.000488938
125,4789.69,0.44498,0.55333,0.3782,0.933,0.81939,0.81402,0.86888,0.76261,0.81939,0.81402,0.86118,0.76882,0.52983,0.71366,0.60087,1.07014,0.00048275,0.00048275,0.00048275
126,4825.37,0.43871,0.56819,0.37178,0.93624,0.79215,0.87064,0.87821,0.77309,0.78566,0.86348,0.87062,0.7778,0.53188,0.64563,0.58625,1.06945,0.000476562,0.000476562,0.000476562
127,4862.54,0.44204,0.57168,0.36971,0.93494,0.78601,0.85768,0.87429,0.76975,0.78822,0.85436,0.8677,0.77219,0.52949,0.71221,0.59482,1.06253,0.000470375,0.000470375,0.000470375
128,4899.93,0.43064,0.56888,0.35758,0.92605,0.83262,0.80258,0.86874,0.76581,0.83262,0.80258,0.86174,0.76739,0.51851,0.71865,0.57878,1.06316,0.000464188,0.000464188,0.000464188
129,4935.75,0.42847,0.5511,0.35364,0.9304,0.80039,0.86169,0.86883,0.76218,0.79834,0.85914,0.86366,0.76671,0.5436,0.72465,0.58061,1.09227,0.000458,0.000458,0.000458
130,4971.53,0.43947,0.55574,0.36952,0.93966,0.8352,0.85773,0.88199,0.77833,0.83318,0.85517,0.8777,0.78469,0.52609,0.69723,0.59301,1.07102,0.000451813,0.000451813,0.000451813
131,5007.35,0.43239,0.56612,0.36707,0.92801,0.82551,0.8238,0.88063,0.77878,0.82349,0.82125,0.87624,0.78336,0.52756,0.67831,0.57121,1.07978,0.000445625,0.000445625,0.000445625
132,5044.22,0.4363,0.55989,0.3695,0.93298,0.83656,0.82594,0.87447,0.76518,0.83425,0.82339,0.86908,0.7722,0.53125,0.68545,0.57639,1.07361,0.000439437,0.000439437,0.000439437
133,5080.46,0.43166,0.55114,0.35819,0.93253,0.83273,0.79414,0.87964,0.77571,0.83273,0.79414,0.87563,0.78235,0.52725,0.61233,0.59019,1.07232,0.00043325,0.00043325,0.00043325
134,5116.45,0.43207,0.53503,0.35392,0.93634,0.83809,0.80984,0.89324,0.78737,0.84014,0.79864,0.88808,0.79022,0.51453,0.6531,0.55169,1.05922,0.000427062,0.000427062,0.000427062
135,5153.31,0.43623,0.55398,0.35039,0.93436,0.85822,0.79586,0.87871,0.78061,0.85822,0.79586,0.87562,0.78037,0.52208,0.64815,0.58001,1.06427,0.000420875,0.000420875,0.000420875
136,5190.06,0.42588,0.54405,0.33885,0.92836,0.84038,0.80502,0.86285,0.76194,0.84038,0.80502,0.85932,0.76172,0.51698,0.65699,0.5917,1.05578,0.000414688,0.000414688,0.000414688
137,5226.8,0.42321,0.54718,0.34559,0.92465,0.82144,0.79382,0.876,0.77179,0.82144,0.79382,0.8703,0.77515,0.52013,0.66508,0.59925,1.05752,0.0004085,0.0004085,0.0004085
138,5264.52,0.42677,0.5486,0.35132,0.93156,0.81508,0.84394,0.88071,0.77604,0.81555,0.84287,0.87322,0.77499,0.53205,0.66604,0.59917,1.07738,0.000402312,0.000402312,0.000402312
139,5301.2,0.42811,0.54788,0.34467,0.93822,0.74602,0.88324,0.88706,0.77554,0.74246,0.87421,0.87926,0.78206,0.531,0.68485,0.61973,1.07617,0.000396125,0.000396125,0.000396125
140,5337.61,0.42839,0.55608,0.34403,0.9265,0.77987,0.81367,0.86516,0.75917,0.79596,0.79826,0.85985,0.75935,0.52298,0.69258,0.64064,1.06523,0.000389938,0.000389938,0.000389938
141,5374.11,0.42295,0.53613,0.34727,0.92428,0.85044,0.78438,0.8728,0.76652,0.8482,0.78183,0.86666,0.77285,0.52783,0.70673,0.6147,1.07232,0.00038375,0.00038375,0.00038375
142,5410.53,0.41925,0.54081,0.33762,0.92736,0.83706,0.80135,0.87615,0.76779,0.83471,0.7988,0.86943,0.7753,0.52755,0.69878,0.59269,1.05997,0.000377563,0.000377563,0.000377563
143,5446.98,0.41399,0.55468,0.34999,0.92481,0.84691,0.82979,0.88574,0.77927,0.84474,0.82724,0.88009,0.78599,0.5239,0.71232,0.56801,1.06594,0.000371375,0.000371375,0.000371375
144,5483.37,0.41247,0.53285,0.33392,0.92354,0.78152,0.85027,0.87302,0.7677,0.81023,0.81206,0.86593,0.77109,0.52803,0.69325,0.57122,1.06402,0.000365188,0.000365188,0.000365188
145,5519.97,0.42418,0.53851,0.3415,0.92601,0.82342,0.80354,0.86162,0.75947,0.82342,0.80354,0.85484,0.76045,0.52901,0.69294,0.62167,1.05154,0.000359,0.000359,0.000359
146,5556.45,0.41225,0.54446,0.33867,0.91892,0.82065,0.84456,0.88657,0.77813,0.81852,0.84201,0.88161,0.78132,0.51588,0.69285,0.56684,1.06423,0.000352812,0.000352812,0.000352812
147,5593.2,0.42306,0.52921,0.33714,0.92627,0.80598,0.84063,0.87845,0.77389,0.80123,0.83592,0.87292,0.77061,0.51867,0.69802,0.58948,1.06991,0.000346625,0.000346625,0.000346625
148,5630.05,0.4191,0.55298,0.32759,0.92657,0.84434,0.78201,0.87271,0.77198,0.84434,0.78201,0.86616,0.77574,0.51791,0.6453,0.64674,1.05411,0.000340438,0.000340438,0.000340438
149,5666.73,0.41601,0.53323,0.336,0.91848,0.8319,0.811,0.8751,0.77809,0.8319,0.811,0.87102,0.77796,0.51612,0.65553,0.59875,1.06574,0.00033425,0.00033425,0.00033425
150,5703.52,0.40386,0.5216,0.33023,0.90998,0.8511,0.78988,0.86916,0.7704,0.8511,0.78988,0.86456,0.77068,0.52546,0.67087,0.62763,1.06864,0.000328063,0.000328063,0.000328063
151,5740.23,0.41153,0.54192,0.32896,0.92046,0.84912,0.77436,0.87525,0.77461,0.84912,0.77436,0.87018,0.77725,0.51429,0.66359,0.61384,1.04288,0.000321875,0.000321875,0.000321875
152,5777.13,0.4024,0.53469,0.32169,0.91932,0.85325,0.7883,0.85014,0.74717,0.85325,0.7883,0.84692,0.74758,0.5165,0.70124,0.60785,1.05727,0.000315687,0.000315687,0.000315687
153,5814,0.40011,0.52982,0.32122,0.91466,0.80492,0.83592,0.87068,0.76624,0.80492,0.83592,0.86944,0.77142,0.52704,0.69144,0.61869,1.07253,0.0003095,0.0003095,0.0003095
154,5850.59,0.40704,0.52929,0.33134,0.9223,0.8184,0.82818,0.86124,0.75899,0.8184,0.82818,0.86124,0.76905,0.53059,0.65488,0.64466,1.07051,0.000303313,0.000303313,0.000303313
155,5886.9,0.39806,0.51319,0.3229,0.90962,0.83074,0.79748,0.8804,0.77587,0.83074,0.79748,0.8752,0.77991,0.52733,0.7091,0.57396,1.07135,0.000297125,0.000297125,0.000297125
156,5923.71,0.39812,0.52257,0.32053,0.91152,0.81054,0.84844,0.8803,0.77989,0.81054,0.84844,0.87599,0.78104,0.5327,0.70541,0.59532,1.09393,0.000290937,0.000290937,0.000290937
157,5960.77,0.395,0.53308,0.32469,0.90243,0.79724,0.83504,0.86776,0.76809,0.80371,0.81391,0.86157,0.76731,0.52175,0.68149,0.60443,1.07587,0.00028475,0.00028475,0.00028475
158,5997.6,0.39948,0.51879,0.31653,0.92122,0.78472,0.84171,0.86179,0.76371,0.78245,0.83915,0.85852,0.76629,0.5266,0.71152,0.6045,1.07518,0.000278562,0.000278562,0.000278562
159,6152.68,0.38289,0.51607,0.3087,0.90495,0.82596,0.79349,0.86037,0.76277,0.82596,0.79349,0.8555,0.7644,0.53184,0.7268,0.63566,1.07577,0.000272375,0.000272375,0.000272375
160,6187.14,0.38335,0.51741,0.30521,0.90513,0.82063,0.81385,0.85622,0.75176,0.82063,0.81385,0.85294,0.76027,0.53363,0.7202,0.6241,1.07935,0.000266187,0.000266187,0.000266187
161,6221.62,0.39206,0.53421,0.30925,0.90168,0.86354,0.76749,0.86729,0.77244,0.86354,0.76749,0.8643,0.77365,0.52608,0.71687,0.62553,1.06359,0.00026,0.00026,0.00026
162,6256.33,0.38962,0.52426,0.3052,0.9091,0.83466,0.78665,0.86887,0.76909,0.83902,0.78406,0.86414,0.77586,0.53201,0.7292,0.6502,1.06913,0.000253812,0.000253812,0.000253812
163,6290.97,0.38861,0.51133,0.31426,0.9093,0.79138,0.85025,0.87131,0.77023,0.80533,0.82429,0.86643,0.77499,0.53355,0.72989,0.62002,1.08291,0.000247625,0.000247625,0.000247625
164,6325.97,0.38861,0.50295,0.31943,0.91033,0.82595,0.81536,0.86582,0.76449,0.8237,0.81281,0.86039,0.7683,0.52977,0.74233,0.62258,1.06842,0.000241438,0.000241438,0.000241438
165,6362.8,0.38284,0.5056,0.30728,0.90644,0.80974,0.83485,0.87673,0.77534,0.80769,0.8323,0.87204,0.77842,0.53016,0.74083,0.61635,1.06921,0.00023525,0.00023525,0.00023525
166,6399.92,0.38511,0.50785,0.30781,0.90433,0.80435,0.83055,0.87574,0.77566,0.80204,0.82087,0.86818,0.77498,0.53535,0.73564,0.63224,1.07401,0.000229063,0.000229063,0.000229063
167,6436.62,0.37246,0.51368,0.28828,0.89816,0.82486,0.81819,0.87557,0.76956,0.82486,0.81819,0.86966,0.77489,0.54228,0.73731,0.59596,1.09644,0.000222875,0.000222875,0.000222875
168,6473.33,0.37359,0.49805,0.29929,0.90441,0.82899,0.80764,0.87757,0.76875,0.83589,0.80173,0.87207,0.77733,0.54311,0.71898,0.59142,1.08311,0.000216688,0.000216688,0.000216688
169,6510.22,0.39041,0.51145,0.31301,0.90606,0.83757,0.80582,0.86509,0.76118,0.83523,0.80226,0.86071,0.76767,0.53376,0.72713,0.61228,1.09013,0.0002105,0.0002105,0.0002105
170,6546.27,0.38113,0.52131,0.30005,0.90637,0.82911,0.81714,0.87492,0.76966,0.8278,0.81387,0.87074,0.78139,0.53925,0.71082,0.5989,1.09449,0.000204313,0.000204313,0.000204313
171,6583.05,0.37443,0.50668,0.29303,0.89804,0.80685,0.84782,0.88029,0.77746,0.8045,0.8453,0.87649,0.78071,0.53738,0.71128,0.59691,1.08789,0.000198125,0.000198125,0.000198125
172,6620,0.36721,0.50001,0.28533,0.89605,0.8203,0.8327,0.87946,0.77119,0.81801,0.83015,0.87452,0.77757,0.53856,0.73417,0.59761,1.08829,0.000191938,0.000191938,0.000191938
173,6656.65,0.37552,0.49899,0.28554,0.89714,0.8182,0.83825,0.88424,0.78196,0.81601,0.8357,0.88011,0.78611,0.53373,0.70383,0.58384,1.08463,0.00018575,0.00018575,0.00018575
174,6693.44,0.37324,0.4985,0.29719,0.89783,0.82339,0.83331,0.88456,0.78123,0.82124,0.83076,0.8795,0.78858,0.53669,0.6603,0.61291,1.08278,0.000179563,0.000179563,0.000179563
175,6730.36,0.37632,0.505,0.28647,0.90405,0.81254,0.84195,0.87925,0.77705,0.8103,0.8394,0.87479,0.77839,0.54989,0.71974,0.61983,1.11109,0.000173375,0.000173375,0.000173375
176,6766.7,0.36769,0.49178,0.28118,0.89764,0.81109,0.85799,0.88048,0.78186,0.80443,0.85074,0.87594,0.78844,0.53194,0.70993,0.58204,1.09362,0.000167188,0.000167188,0.000167188
177,6803.5,0.36838,0.49757,0.28524,0.90481,0.80384,0.84867,0.88225,0.77965,0.83124,0.81772,0.87824,0.78834,0.54375,0.724,0.60062,1.10143,0.000161,0.000161,0.000161
178,6840.45,0.36936,0.50048,0.28814,0.90157,0.79355,0.87198,0.88571,0.78393,0.79125,0.86206,0.88129,0.78742,0.53514,0.72085,0.59825,1.08654,0.000154812,0.000154812,0.000154812
179,6876.82,0.36805,0.50404,0.28514,0.89008,0.80138,0.84301,0.87307,0.77313,0.79451,0.83588,0.86853,0.77771,0.53867,0.7242,0.6037,1.09211,0.000148625,0.000148625,0.000148625
180,6913.56,0.36422,0.4912,0.28565,0.89691,0.83104,0.83642,0.8799,0.77832,0.83081,0.8305,0.87565,0.78428,0.53915,0.72194,0.6077,1.1061,0.000142437,0.000142437,0.000142437
181,6950.38,0.35603,0.49091,0.27853,0.8927,0.83503,0.81034,0.87572,0.77424,0.83503,0.81034,0.87105,0.78024,0.53115,0.73969,0.61625,1.07955,0.00013625,0.00013625,0.00013625
182,6987.14,0.36681,0.51019,0.28751,0.89534,0.84854,0.81882,0.88545,0.78261,0.84635,0.81627,0.88016,0.78588,0.53391,0.73865,0.58731,1.09591,0.000130062,0.000130062,0.000130062
183,7023.92,0.36191,0.48798,0.27947,0.90296,0.83174,0.83115,0.88427,0.77753,0.83174,0.83115,0.87966,0.78443,0.53122,0.73026,0.58679,1.08966,0.000123875,0.000123875,0.000123875
184,7060.69,0.36734,0.51085,0.2865,0.90534,0.7906,0.85878,0.87976,0.77607,0.83845,0.80829,0.87521,0.78043,0.53398,0.70948,0.61139,1.08491,0.000117687,0.000117687,0.000117687
